0.000000000000000000 1.07969 0.14932 0.06620 0.01316 -0.02931 0.06001 0.99768
0.099921408000000003 1.25032 0.20141 0.06973 0.01207 -0.02869 0.06897 0.99713
0.199859712000000023 1.41870 0.25877 0.07367 0.01112 -0.02767 0.07830 0.99648
0.299798016000000001 1.59306 0.31288 0.07839 0.01126 -0.02668 0.08804 0.99570
0.399657472000000014 1.79054 0.36412 0.08537 0.01143 -0.02609 0.09820 0.99476
0.499621120000000030 2.00039 0.40435 0.08660 0.01224 -0.02449 0.10874 0.99369
0.599564032000000080 2.24062 0.42723 0.08685 0.01390 -0.02230 0.11971 0.99246
0.699531520000000073 2.48487 0.44699 0.08905 0.01549 -0.02054 0.13081 0.99107
0.799489280000000080 2.74622 0.45694 0.08732 0.01702 -0.01873 0.14214 0.98952
0.899518208000000041 3.02415 0.46376 0.08411 0.01856 -0.01656 0.15388 0.98778
0.999510784000000041 3.25162 0.48968 0.08244 0.01978 -0.01583 0.16582 0.98583
1.099457279999999981 3.48255 0.53361 0.08311 0.02074 -0.01562 0.17811 0.98367
1.199480576000000021 3.73757 0.58822 0.08127 0.02128 -0.01524 0.19063 0.98131
1.299449344000000117 4.00446 0.65544 0.07962 0.02237 -0.01434 0.20340 0.97874
1.399543296000000048 4.26931 0.73783 0.07728 0.02322 -0.01384 0.21605 0.97601
1.499441919999999984 4.53131 0.83585 0.07415 0.02370 -0.01356 0.22897 0.97305
1.599428096000000021 4.80141 0.95233 0.07053 0.02386 -0.01344 0.24261 0.96974
1.699407360000000144 5.08346 1.08829 0.06741 0.02326 -0.01280 0.25606 0.96630
1.799476480000000045 5.35914 1.23072 0.06708 0.02236 -0.01224 0.26968 0.96261
1.899470080000000172 5.62801 1.38510 0.06593 0.02220 -0.01209 0.28363 0.95860
1.999466240000000061 5.90518 1.54978 0.06592 0.02215 -0.01133 0.29738 0.95444
2.099467520000000142 6.16728 1.71412 0.06754 0.02209 -0.01042 0.31162 0.94989
2.199470591999999947 6.42419 1.88582 0.06856 0.02176 -0.00984 0.32566 0.94519
2.299385088000000188 6.68261 2.07288 0.06804 0.02134 -0.00943 0.33981 0.94021
2.399410175999999950 6.94633 2.27257 0.06708 0.02050 -0.00865 0.35439 0.93483
2.499380480000000126 7.20875 2.47522 0.06590 0.02001 -0.00770 0.36858 0.92935
2.599435008000000380 7.45757 2.67743 0.06529 0.01998 -0.00690 0.38277 0.92360
2.699362559999999966 7.69959 2.90916 0.06384 0.01968 -0.00676 0.39715 0.91752
2.799325184000000188 7.93977 3.15313 0.06159 0.01929 -0.00651 0.41143 0.91121
2.899412480000000070 8.17274 3.40588 0.05887 0.01879 -0.00659 0.42593 0.90454
2.999354368000000104 8.39934 3.67758 0.05532 0.01770 -0.00650 0.44007 0.89776
3.099355392000000098 8.61724 3.96543 0.05232 0.01704 -0.00604 0.45408 0.89078
3.199339520000000103 8.83554 4.26648 0.04907 0.01748 -0.00542 0.46813 0.88347
3.299314944000000249 9.05027 4.57262 0.04600 0.01822 -0.00501 0.48159 0.87619
3.399296000000000095 9.25600 4.89035 0.04280 0.01869 -0.00453 0.49491 0.86873
3.499295232000000144 9.45068 5.22164 0.03934 0.01780 -0.00444 0.50766 0.86136
3.599293184000000423 9.63415 5.55881 0.03513 0.01652 -0.00476 0.51944 0.85433
3.699245056000000087 9.81055 5.88661 0.03010 0.01507 -0.00500 0.53025 0.84769
3.799269120000000388 9.98271 6.21401 0.02501 0.01458 -0.00522 0.53982 0.84164
3.899331840000000327 10.15382 6.54255 0.02315 0.01542 -0.00523 0.54799 0.83633
3.999303424000000273 10.32021 6.87455 0.02157 0.01697 -0.00537 0.55496 0.83169
4.099303168000000497 10.48440 7.21543 0.01860 0.01830 -0.00399 0.56071 0.82780
4.199303936000000625 10.64128 7.56986 0.01299 0.01758 -0.00228 0.56513 0.82481
4.299361536000000150 10.79853 7.90652 0.00444 0.01694 -0.00139 0.56832 0.82263
4.399308288000000289 10.95185 8.27369 -0.00435 0.01527 -0.00330 0.57071 0.82100
4.499311360000000093 11.09927 8.61115 -0.00643 0.01358 -0.00649 0.57121 0.82066
4.599282688000000618 11.26296 8.98818 -0.00701 0.01292 -0.00716 0.57078 0.82097
4.699312640000000485 11.42561 9.32875 -0.00667 0.01340 -0.00593 0.56977 0.82167
4.799307776000000025 11.59555 9.65978 -0.01541 0.01539 -0.00511 0.56761 0.82314
4.899318528000000228 11.77455 10.03101 -0.03244 0.01611 -0.00399 0.56500 0.82492
4.999258624000000317 11.93622 10.36558 -0.04358 0.01393 -0.00391 0.56136 0.82744
5.099280128000000190 12.10166 10.69814 -0.05063 0.00634 -0.00520 0.55785 0.82990
5.199354880000000456 12.27533 11.08336 -0.05778 -0.00410 -0.00450 0.55492 0.83188
5.299324416000000149 12.44104 11.42543 -0.06115 -0.00341 -0.00350 0.54926 0.83564
5.399320320000000173 12.63794 11.77752 -0.06781 0.00464 -0.00407 0.54198 0.84037
